LANGUAGE,English,German,Czech,Russian,Polish,Spanish,Korean
STR_QUOTE_8,"War is a game that is played with a smile. If you can't smile, grin. If you can't grin, keep out of the way till you can.","Krieg ist ein Spiel, bei dem man lächelt. Wenn man nicht lächeln kann, sollte man grinsen. Wenn man nicht grinsen kann, sollte man sich für eine Zeit nicht blicken lassen.","Válka je hra, která se hraje s úsmìvem. Nemùete-li se usmívat, šklebte se. Nemùete-li se šklebit, kliïte se jí z cesty, co vám nohy staèí.","Ëèáî âîéíû âûéäóò èç ìîäû, ëèáî ëşäè.","Wojna to gra, któr¹ rozgrywa siê z uœmiechem. Je¿eli nie potraficie siê uœmiechn¹æ trzymajcie siê od tego zdala","A la guerra se juega con la sonrisa en los labios. Si no puedes sonreír, haz una mueca. Si no puedes hacerla, apártate del camino mientras puedas.",ÀüÀïÀº ¹Ì¼Ò¸¦ ÁöÀ¸¸ç ÇÏ´Â °ÔÀÓÀÌ´Ù. ¸¸ÀÏ ¹Ì¼Ò¸¦ ÁöÀ» ¼ö ¾øÀ¸¸é ¾´¿ôÀ½ÀÌ¶óµµ Áö¾î¾ßÇÑ´Ù. ¾´¿ôÀ½µµ ÁöÀ» ¼ö ¾ø´Ù¸é ÇÒ ¼ö ÀÖÀ» ¶§±îÁö Âü¿©ÇÏÁö ¾Ê¾Æ¾ß ÇÑ´Ù.
STR_AUTHOR_8,Winston Churchill,Winston Churchill,Winston Churchill,Áàêìèíñòåğ Ôàëëåğ,Winston Churchill,Winston Churchill,À©½ºÅæ Ã³Ä¥
STR_QUOTE_9,To be prepared for war is one of the most effective means of preserving peace.,"Wer auf den Krieg vorbereitet ist, kann den Frieden am Besten wahren.","Bıt pøipraven na válku je nejúèinnìjší zpùsob, jak uchovat mír.",Ïğîëîã ÕÕ âåêà - ïîğîõîâîé çàâîä. İïèëîã - áàğàê Êğàñíîãî Êğåñòà.,Jednym z najlepszym sposobów utrzymania pokoju jest przygotowaæ siê do wojny.,Estar preparado para la guerra es el medio más eficaz para mantener la paz.,ÀüÀï¿¡ ´ëºñÇØ ÁØºñ¸¦ ÇÏ´Â °ÍÀº °¡Àå È¿°úÀûÀ¸·Î ÆòÈ­¸¦ º¸Á¸ÇÏ´Â ¹æ¹ıÀÌ´Ù.
STR_AUTHOR_9,George Washington,George Washington,George Washington,Âàñèëèé Îñèïîâè÷ Êëş÷åâñêèé,George Washington,George Washington,Á¶Áö ¿ö½ÌÅæ
STR_QUOTE_10,"Stay out of the road, if you want to grow old.","Blockier' nicht den Weg, wenn du alt werden willst.","Uhni z cesty, jestli chceš zestárnout.","Ïåğåä ñğàæåíèåì êàæäûé ïëàí õîğîø, ïîñëå ñğàæåíèÿ êàæäûé ïëàí ïëîõ.","ZejdŸ z drogi, jeœli chcesz siê zestarzeæ.","Si quieres llegar a viejo, apártate del camino.",¿À·¡»ì°í ½Í´Ù¸é ÀüÀï¿¡ Âü¿©ÇØ¼­´Â ¾ÈµÈ´Ù.
STR_AUTHOR_10,Pink Floyd,Pink Floyd,Pink Floyd,Âëàäèñëàâ Ãæåùèê,Pink Floyd,Pink Floyd,ÇÎÅ© ÇÃ·ÎÀÌµå
STR_QUOTE_11,"Death is a very dull, dreary affair, and my advice to you is to have nothing whatsoever to do with it.","Der Tod ist eine trübselige Angelegenheit, und ich rate Ihnen, nichts damit zu tun zu haben.","Smrt je velmi hloupá, deprimující záleitost a moje rada zní: drte se od ní co nejdál.","ß íå çíàş íè îäíîãî íàğîäà, êîòîğûé îáîãàòèëñÿ áû âñëåäñòâèå ïîáåäû.","Œmieræ to niezwykle nudna i ponura sprawa i radzê Wam, abyœcie starali siê jak najmniej mieæ z ni¹ do czynienia.","La muerte es muy aburrida y tediosa, por lo que mi consejo es no tener nada que ver con ella.",Á×À½ÀÌ¶õ ¸Å¿ì ¾îµÓ°í ¾µ¾µÇÑ ÀÏÀÌ¹Ç·Î Á×À½°ú ¾Æ¹«·± °ü·ÃÀÌ ¾ø±æ ¹Ù¶õ´Ù.
STR_AUTHOR_11,W. Somerset Maugham,W. Somerset Maugham,W. Somerset Maugham,Âîëüòåğ,W. Somerset Maugham,W. Somerset Maugham,W. ¼Ø¸Ó¼Â ¸ö
STR_QUOTE_12,Many that live deserve death. And some that die deserve life.,"Viele, die leben, verdienen den Tod. Und mache, die sterben, verdienen zu leben.","Mnozí z tìch, co ijí, by zasluhovali smrt. A mnozí z tìch, co zemøeli, by si zaslouili ít.",Âîéíó íà÷èíàşò íå âîåííûå. Âîéíó íà÷èíàşò ïîëèòèêè.,Wielu z ¿yj¹cych zas³uguje na œmieræ. A niektórzy umarli zas³uguj¹ na ¿ycie.,Muchos que aún viven merecerían la muerte. Y muchos de los que han muerto merecerían vivir.,»ç´Â »ç¶÷µé Áß¿¡´Â Á×¾î ¸¶¶¥ÇÑ ÀÌµéÀÌ ÀÖ´Ù. ±×¸®°í Á×Àº »ç¶÷µé Áß¿¡¼­´Â »ì¾Æ ¸¶¶¥ÇÑ ÀÌµéÀÌ ÀÖ´Ù.
STR_AUTHOR_12,J.R.R.Tolkien,J.R.R.Tolkien,J.R.R.Tolkien,Ãåíåğàë Óèëüÿì Óıñòìîğëàíä,J.R.R.Tolkien,J.R.R.Tolkien,J.R.R.ÅçÅ°¿£
STR_QUOTE_13,"And lastly there is the oldest and deepest desire, the Great Escape: the Escape from Death.","Und schießlich gibt es das älteste und tiefste Verlangen, die große Flucht: Dem Tod zu entrinnen.","Existuje jedno nejstarší a nejhlubší pøání kadého, Velkı útìk: útìk pøed smrtí.","Ñòàğèêè îáúÿâëÿşò âîéíó, à óìèğàòü èäóò ìîëîäûå.","Jest wreszcie najstarsze i najg³êbsze marzenie: wielka ucieczka, czyli ucieczka przed œmierci¹.","Y por último el más antiguo y profundo deseo, la Gran Huida: la huida de la muerte.",´ëÅ»ÃâÀÌ¾ß ¸»·Î °¡Àå ¿À·¡µÇ¾úÀ¸¸ç °¡Àå °£ÀıÇÑ ¿å¸ÁÀÌ´Ù. ¹Ù·Î Á×À½À¸·ÎºÎÅÍÀÇ Å»ÃâÀÌ´Ù.
STR_AUTHOR_13,J.R.R.Tolkien,J.R.R.Tolkien,J.R.R.Tolkien,Ãåğáåğò Ãóâåğ,J.R.R.Tolkien,J.R.R.Tolkien,J.R.R.ÅçÅ°¿£
STR_QUOTE_14,"As to you, Life, I reckon you are the leavings of many deaths; No doubt I have died, myself ten thousand times before.","Und was dich angeht, Leben, so sehe ich dich als Überbleibsel vieler Tode; Sicher bin auch ich selbst schon zehntausend Mal gestorben.","Mám za to, ivote, e po sobì necháváš mnoho smrtí; Bezpochyby i já zemøel, a to nejménì desettisíckrát pøedtím.","Ñàìîå óæàñíîå, íå ñ÷èòàÿ ïğîèãğàííîãî ñğàæåíèÿ, ıòî âûèãğàííîå ñğàæåíèå.","Myœlê, ¿e Ty, ¯ycie, zostawiasz po sobie wiele œmierci; nie w¹tpiê, ¿e umar³em ju¿ wczeœniej dziesiêæ tysiêcy razy.","En cuanto a ti, Vida, supongo que eres el resultado de muchas muertes. Yo mismo he muerto, sin duda, miles de veces.",ÀÎ»ıÀº ¸¹Àº Á×ÀºÀÌµéÀÌ ³²±â°í °£ °ÍµéÀÌ´Ù. ³»°¡ ÀÌ¹Ì ¼ö½Ê¸¸¹ø Á×¾ú´Ù´Â °ÍÀº ÀÚ¸íÇÑ ÀÌÄ¡ÀÌ´Ù.
STR_AUTHOR_14,Walt Whitman,Walt Whitman,Walt Whitman,Ãåğöîã Âåëëèíãòîí,Walt Whitman,Walt Whitman,¿ùÆ® ÈÖÆ®¸¸
STR_QUOTE_15,Men are at war with each other because each man is at war with himself.,"Männer führen Kriege gegeneinander, weil jeder Mann in sich selbst einen Krieg ausficht.","Lidé bojují proti sobì navzájem, protoe kadı z nich vede válku sám se sebou.","Âûèãğàòü âîéíó òàê æå íåâîçìîæíî, êàê íåâîçìîæíî âûèãğàòü çåìëåòğÿñåíèå.","Ludzie wojuj¹ z innymi ludŸmi, bo ka¿dy cz³owiek wojuje wczeœniej sam ze sob¹.",Los hombres luchan unos contra otros porque cada uno está en lucha consigo mismo.,ÀÎ°£Àº ÀÚ½Å ½º½º·Î¿Í ÀüÀïÀ» ÇÏ°í ÀÖ±â ¶§¹®¿¡ ´Ù¸¥ ÀÌµé°úµµ ¼­·Î ÀüÀï¿¡ Âü¿©ÇÏ°Ô µÇ´Â °ÍÀÌ´Ù.
STR_AUTHOR_15,Francis Meehan,Francis Meehan,Francis Meehan,Äæàííåòò Ğàíêèí,Francis Meehan,Francis Meehan,ÇÁ¶õ½Ã½º ¹ÌÇÑ
STR_QUOTE_16,"It's not that I'm afraid to die, I just don't want to be there when it happens.","Ich habe keine Angst vor dem Tod, ich möchte nur nicht dabeisein, wenn's passiert.","Není pravda, e bych se bál zemøít, jen nechci bıt u toho, a se to stane.","Ëèáî ÷åëîâå÷åñòâî ïîêîí÷èò ñ âîéíîé, ëèáî âîéíà ïîêîí÷èò ñ ÷åëîâå÷åñòâîì.","To nie jest prawda, jakobym ba³ siê umieraæ, chcia³bym tylko, gdy to siê zdarzy, ¿eby mnie przy tym nie by³o.","No es que me asuste morir, es que no quiero estar allí cuando ocurra.",³»°¡ Á×´Â °ÍÀÌ µÎ·Á¿ö¼­°¡ ¾Æ´Ï¶ó ±×³É ±× ÀÏÀÌ ¹ú¾îÁú¶§ ±× °÷¿¡ ÀÖ±â ½È±â ¶§¹®ÀÌ´Ù.
STR_AUTHOR_16,Woody Allen,Woody Allen,Woody Allen,Äæîí Êåííåäè,Woody Allen,Woody Allen,¿ìµğ ¾Ë·»
STR_QUOTE_17,It is hard to have patience with people who say 'There is no death' or 'Death doesn't matter.' There is death and whatever is matters.,"Ich habe wenig Geduld mit Leuten, die sagen: ""Es gibt keinen Tod,"" oder ""Der Tod ist unwichtig."" Es gibt den Tod, und alles, was es gibt, ist wichtig.","Je tìké mít trpìlivost s lidmi, kteøí tvrdí 'ádná smrt neexistuje' nebo 'Na smrti nezáleí'.\n Ale smrt existuje a cokoliv existuje, na tom záleí.",Ïåğâîé æåğòâîé âîéíû ñòàíîâèòñÿ ïğàâäà.,Trudno mieæ cierpliwoœæ do ludzi powtarzaj¹cych 'Œmierci nie ma' lub 'Œmieræ nie ma znaczenia'. Œmieræ jest i na pewno ma znaczenie.,"Es difícil no perder la compostura con gente que dice cosas del estilo: ""La muerte no existe"" o ""La muerte no importa"". La muerte sí existe y, sea lo que sea, importa.","""Á×À½Àº ¾ø´Ù"" È¤Àº ""Á×À½Àº Áß¿äÇÑ ¹®Á¦°¡ ¾Æ´Ï´Ù""¶ó°í ¸»ÇÏ´Â »ç¶÷µé¿¡°Ô ÂüÀ»¼ºÀ» °®´Â °ÍÀº ¸Å¿ì ÈûµçÀÌ´Ù. Á×À½ÀÌ¶õ °ÍÀº ºĞ¸íÈ÷ Á¸ÀçÇÏ°í ¸ğµç °ÍÀº Áß¿äÇÏ±â ¶§¹®ÀÌ´Ù."
STR_AUTHOR_17,C.S.Lewis,C.S. Lewis,C.S.Lewis,Äæîíñîí Õàéğàì,C.S.Lewis,C. S. Lewis,C.S. ·çÀÌ½º
STR_QUOTE_18,A man's dying is more the survivors' affair than his own.,Der Tod eines Mannes ist eher eine Angelegenheit seiner Hinterbliebenen denn seine eigene.,"Smrt èlovìka je víc vìcí pozùstalıch, ne jeho samotného",Õîëîäíàÿ âîéíà: íåëåãêîå ñîñóùåñòâîâàíèå âìåñòî ëåãêîãî íå ñóùåñòâîâàíèÿ.,Œmieræ cz³owieka bardziej obchodzi innych ni¿ jego samego.,La muerte de un hombre concierne más a los que le sobreviven que a sí mismo.,ÇÑ »ç¶÷ÀÇ Á×À½Àº ±× ÀÚ½Åº¸´Ù´Â »ì¾Æ³²Àº ÀÚÀÇ ¹®Á¦ÀÌ´Ù.
STR_AUTHOR_18,Thomas Mann,Thomas Mann,Thomas Mann,Äæóäèò Áè÷,Thomas Mann,Thomas Mann,Åä¸¶½º ¸¸
STR_QUOTE_19,"I do not believe in a fate that falls on men however they act; but I do believe in a fate that falls on them unless they act.","Ich glaube nicht an ein Schicksal, welches die Menschen unabhängig von Ihren Handlungen ereilt. Ich glaube eher an ein Schicksal, welches die Menschen ereilt, wenn sie nicht handeln.","Nevìøím v osud, kterı èlovìka ovládá, a udìlá cokoliv, vìøím však v osud, kterı ho ovládne, kdy nedìlá nic.","Âîéíà ñëèøêîì âàæíîå äåëî, ÷òîáû äîâåğÿòü åå âîåííûì.","Nie wierzê w los, który czeka ludzi, cokolwiek by nie robili, ale wierzê, ¿e los dopadnie tych, którzy nic nie robi¹.","No creo que el destino se imponga a los hombres independientemente de cómo actúen, pero sí creo que el destino se impondrá a menos que se actúe.",³ª´Â ¾î¶»°Ô Çàµ¿ÇÏ°Ç°£¿¡ ¶³¾îÁö´Â ¿î¸íº¸´Ù´Â ¾î¶»°Ô Çàµ¿ÇÏÁö ¾Ê¾Ò±â ¶§¹®¿¡ ±Í°áµÇ´Â ¿î¸íÀ» ¹Ï´Â´Ù.
STR_AUTHOR_19,G. K. Chesterton,G. K. Chesterton,G. K. Chesterton,Æîğæ Êëåìàíñî,G. K. Chesterton,G. K. Chesterton,G. K. Ã¼½ºÅÍÅæ
STR_QUOTE_20,A man who won't die for something is not fit to live.,"Ein Mensch, der für nichts zu sterben gewillt ist, verdient nicht zu leben.","Èlovìk, kterı není ochoten pro nìco zemøít, není hoden toho, aby il.",Ìóğàâåé: 'Íå ÿ âîşş. Âîşåò ìóğàâåéíèê.',"Cz³owiek, który nie umar³by za nic, nie jest godny, aby ¿yæ.","Si no se está dispuesto a morir por algo, es que no se está preparado para vivir.",¹«¾ùÀÎ°¡¸¦ À§ÇØ¼­ Á×À» ¼ö ¾ø´Â »ç¶÷Àº »ì ÀÚ°İÀÌ ¾ø´Ù.
STR_AUTHOR_20,Martin Luther King,Martin Luther King,"Martin Luther King, Jr.",Êàğåë ×àïåê,"Martin Luther King, Jr.",Martin Luther King,¸¶Æ¾ ·çÅÍ Å·
STR_QUOTE_21,"Once the game is over, the king and the pawn go back in the same box.","Wenn das Spiel zuende ist, landen König und Bauer wieder in derselben Schachtel.","Kdy je hra dohrána, vrací se král i pìšák do stejné krabièky.","Êàê óïğàâëÿåòñÿ ìèğ è ğàçãîğàşòñÿ âîéíû? Äèïëîìàòû ëãóò æóğíàëèñòàì è âåğÿò ñâîåé æå ëæè, ÷èòàÿ åå â ãàçåòàõ.","Gdy gra jest skoñczona, król i pionek wracaj¹ do tego samego pude³ka.","Una vez terminado el juego, el rey y el peón vuelven a la misma caja.","ÀÏ´Ü Ã¼½º °ÔÀÓÀÌ ³¡³ª¸é, Å·°ú ÆùÀº °°Àº »óÀÚ·Î µ¹¾Æ°£´Ù."
STR_AUTHOR_21,Italian Proverb,Italienisches Sprichwort,Italské pøísloví,Êàğë Êğàóñ,w³oskie przys³owie,Proverbio italiano,ÀÌÅ»¸®¾Æ ¼Ó´ã
STR_QUOTE_22,I have not yet begun to fight!,Ich habe den Kampf noch nicht begonnen!,Ještì jsem nezaèal bojovat!,"Åñëè á èñõîä âîéíû ìîæíî áûëî ïğåäâèäåòü, ïğåêğàòèëèñü áû âñÿêèå âîéíû.",Jeszcze nie zacz¹³em walczyæ!,¡Aún no he empezado ni tan siquiera a luchar!,¾ÆÁ÷ ½Î¿òÀ» ½ÃÀÛÇÏÁö ¾Ê¾Ò´Ù.
STR_AUTHOR_22,John Paul Jones,John Paul Jones,John Paul Jones,Êàğîëü Áóíø,John Paul Jones,John Paul Jones,Á¸ Æú Á¸½º
STR_QUOTE_23,"Mankind must put an end to war, or war will put an end to mankind.","Die Menschheit muß dem Krieg ein Ende setzen, oder der Krieg setzt der Menschheit ein Ende.","Lidstvo musí války ukonèit, jinak války ukonèí lidstvo.","Â ëåòíåå âğåìÿ, ïîä òåíüş àêàöèè ïğèÿòíî ìå÷òàòü î äèñëîêàöèè.","Ludzkoœæ musi po³o¿yæ kres wojnie, bo inaczej wojna po³o¿y kres ludzkoœci.",La humanidad debe poner fin a las guerras o las guerras acabarán con la humanidad.,ÀÎ·ù°¡ ÀüÀï¿¡ Á¾ÁöºÎ¸¦ ÂïÁö ¾Ê´Â´Ù¸é ÀüÀïÀÌ ÀÎ·ù¿¡ Á¾ÁöºÎ¸¦ Âï°Ô µÉ °ÍÀÌ´Ù.
STR_AUTHOR_23,John Fitzgerald Kennedy,John Fitzgerald Kennedy,John Fitzgerald Kennedy,Êîçüìà Ïğóòêîâ,John Fitzgerald Kennedy,John Fitzgerald Kennedy,Á¸ F. ÄÉ³×µğ
STR_QUOTE_24,Wars have never hurt anybody except the people who die.,"Kriege haben noch nie jemandem geschadet, außer denen, die in ihnen umkommen.","Války nikdy nikoho nebolí, kromì lidí, kteøí zemøou.","Ïîäàâàÿ ñèãíàëû â ğîã áóäü âñåãäà ñïğàâåäëèâ, íî ñòğîã.","Wojny nie wyrz¹dzaj¹ krzywdy nikomu poza tymi, którzy gin¹.",Las guerras nunca hieren a nadie a excepción de los que han muerto.,ÀüÀïÀº Á×´Â ÀÌµéÀ» Á¦¿ÜÇÏ°í´Â ¾Æ¹«¿¡°Ôµµ »óÃ³¸¦ ÁÖÁö ¾Ê¾Ò´Ù.
STR_AUTHOR_24,Salvador Dali,Salvador Dali,Salvador Dali,Êîçüìà Ïğóòêîâ,Salvador Dali,Salvador Dalí,»ç¹Ùµµ¸£ ´Ş¸®
STR_QUOTE_25,War does not determine who is right - only who is left.,"Der Krieg entscheidet nicht darüber, wer Recht hat, sondern nur darüber, wer übrig bleibt.","Válka neurèuje, na èí stranì je pravda - jenom kdo zbyde.",Äëÿ âîåâàâøèõ âîéíà íèêîãäà íå êîí÷àåòñÿ.,"Wojna nie decyduje o tym kto mia³ racjê, tylko o tym, kto przetrwa.","La guerra no determina quien tiene la razón, sólo quién es el que sobrevive.",ÀüÀïÀº ´©°¡ ¿ÇÀ¸³Ä¸¦ °áÁ¤ÇÏÁö ¾Ê´Â´Ù-´ÜÁö ´©°¡ »ì¾Æ³²´À³Ä¸¦ °áÁ¤ÇÑ´Ù.
STR_AUTHOR_25,Bertrand Russell,Bertrand Russell,Bertrand Russell,Êóğöèî Ìàëàïàğòå,Bertrand Russell,Bertrand Russell,¹öÆ®¶õÆ® ·¯¼¿
STR_QUOTE_26,"We improve ourselves by victories over ourself. There must be contests, and you must win.","Wir verbessern uns durch die Siege über uns selbst. Es muss Wettstreit geben, in dem man gewinnt.","Stáváme se lepšími, kdy vítìzíme sami nad sebou. Staèí mít zápas a zvítìzit v nìm","×òîáû âåñòè âîéíó, íóæíû òğè âåùè: äåíüãè, äåíüãè è åùå ğàç äåíüãè.","Stajemy siê doskonalsi, odnosz¹c nad sob¹ zwyciêstwa. Musi byæ rywalizacja, w której Wy bêdziecie zwyciê¿aæ",Nos mejoramos a nosotros mismos al superarnos. Las competiciones son imprescindibles y uno debe ser el vencedor.,¿ì¸®´Â ¿ì¸® ½º½º·Î¸¦ »ó´ë·Î ½Â¸®¸¦ ÇÏ¸é¼­ ¹ßÀüÇØ ³ª°£´Ù. °æÀïÀÌ ÀÖ¾î¾ß ÇÏ°í °Å½Ã¼­ ´ç½ÅÀº ¹İµå½Ã ½Â¸®ÇØ¾ß ÇÑ´Ù.
STR_AUTHOR_26,Edward Gibbon,Edward Gibbon,Edward Gibbon,Ëşäîâèê XII,Edward Gibbon,Edward Gibbon,¿¡µå¿öµå ±äÆÈ ¿ø¼şÀÌ
STR_QUOTE_27,"We succeed only as we identify in life, or in war, or in anything else, a single overriding objective, and make all other considerations bend to that one objective.","Wir sind nur dadurch erfolgreich, dass wir uns im Leben oder im Krieg oder wo auch immer ein einzelnes beherrschendes Ziel setzen und diesem Ziel alle anderen Überlegungen unterordnen.","Uspìt mùeme pouze v pøípadì, e si najdeme v ivotì, ve válce èi v èemkoliv jiném jedinı, prvoøadı cíl a všechna ostatní rozhodnutí tomuto cíli podøídíme.","Âîéíû ïîäîáíû ñóäåáíîé òÿæáå, ãäå ñóäåáíûå èçäåğæêè ïğåâûøàşò ñïîğíóş ñóììó.","Odniesiemy sukces tylko wówczas, gdy wyznaczymy sobie w ¿yciu, na wojnie lub czymkolwiek innym jeden cel i podporz¹dkujemy mu wszystko","El éxito sólo se consigue al fijarse en la vida, en la muerte, o en cualquier otro estado, un objetivo único y primordial al que se somete cualquier otra consideración.",¿ì¸®´Â ÀÎ»ı¿¡¼­³ª ÀüÀï¿¡¼­³ª ´Ù¸¥ ¾î¶² °Í¿¡¼­µµ ÃÖ¿ì¼± ¸ñÇ¥¸¦ ½Äº°ÇÏ°í ´Ù¸¥ ¸ğµç °í·Á »çÇ×À» ¼öÇà ÇÒ ¶§¸¸ ¼º°øÇß½À´Ï´Ù.
STR_AUTHOR_27,Dwight D. Eisenhower,Dwight D. Eisenhower,Dwight D. Eisenhower,Ëşê äå Êëàïüå Âîâåíàğã,Dwight D. Eisenhower,Dwight D. Eisenhower,µå¿ÍÀÌÆ® ¾ÆÀÌÁ¨ÇÏ¿ö
STR_QUOTE_28,"Experience is a hard teacher because she gives the test first, the lesson afterwards.","Die Erfahrung ist ein strenger Schulmeister: Sie prüft uns, bevor sie uns lehrt.","Zkušenost je pøísnı uèitel, protoe po nás poaduje nejprve zkoušku, a teprve poté nám poskytne vysvìtlení.","Ïî-íàñòîÿùåìó âîéíà íèêîìó íå íóæíà, íî ìíîãèì íóæíà íåíàâèñòü.","Doœwiadczenie to wymagaj¹cy nauczyciel, bo najpierw ka¿e zdaæ sprawdzian, a dopiero potem uczy. ",La experiencia es una maestra dura porque primero pone el examen y después da la explicación.,°æÇèÀº ¸Å¿ì ¾ö°İÇÑ ¼±»ı´ÔÀÌ´Ù. ¿Ö³ÄÇÏ¸é ±×³à´Â ¾ğÁ¦³ª ½ÃÇèÀ» ¸ÕÀú ÁÖ°í ±³ÈÆÀ» ³ªÁß¿¡ °¡¸£ÃÄ ÁØ´Ù.
STR_AUTHOR_28,Vernon Sanders Law,Vernon Sanders Law,Vernon Sanders Law,Ìàêñ Ôğèø,Vernon Sanders Law,Ley de Vernon Sanders,¹ö³í »÷´õ½º ·Î¿ì
STR_AUTHOR_29,James Thurber,James Thurber,Napolean Hill,Íèêêîëî Ìàêèàâåëëè,James Thurber,James Thurber,Á¦ÀÓ½º ½á¹ö
STR_QUOTE_29,You might as well fall flat on your face as lean over too far backwards.,"Man kann besser auf die Nase fallen, als sich zu weit zurück zu lehnen.","Kdy jsi poraen, ber to jako signál, e tvé plány nebyly tak skvìlé, pøetvoø je a znovu vykroè smìrem ke kıenému cíli.","Âîéíû íà÷èíàşò, êîãäà õîòÿò, íî êîí÷àşò - êîãäà ìîãóò.","Mo¿ecie równie dobrze paœæ na twarz, jak i wychyliæ siê zbyt daleko do ty³u.",Al caerse de un caballo uno puede terminar de bruces o de espalda en el suelo.,µÚ·Î ³Ê¹« ¸¹ÀÌ ±â´î ¹Ù¿¡´Â Â÷¶ó¸® ¾ó±¼ÂÊÀ¸·Î ÀÚºüÁö´Â °ÍÀÌ ³º´Ù.
STR_QUOTE_30,Courage is being scared to death - but saddling up anyway.,"Mut ist, wenn man Todesangst hat, aber sich trotzdem in den Sattel schwingt.","Odvaha bıvá postrachem smrti - a stejnì ji to nijak neobmìkèí. ","Êòî õî÷åò æèòü â ìèğå, òîò äîëæåí ãîòîâèòüñÿ ê âîéíå.",Odwaga bywa postrachem dla œmierci - ale i tak kiedyœ przegra.,Tener coraje es ensillar la muerte por mucho miedo que se le tenga.,¿ë±â°¡ Á×µµ·Ï ¹«¼­¿öÇÏ°í ÀÖÁö¸¸ ¿©Â÷ÀúÂ÷ ÇÏ¿© ¶°³¯ Ã¤ºñ¸¦ ÇÏ°í ÀÖ´Ù.
STR_AUTHOR_30,John Wayne,John Wayne,John Wayne,Íèêêîëî Ìàêèàâåëëè,John Wayne,John Wayne,Á¸ ¿şÀÎ
STR_QUOTE_31,"Death is more universal than life; everyone dies but not everyone lives.","Der Tod ist allgemeiner als das Leben: Jeder stirbt, aber nicht jeder lebt.","Smrt je mnohem všestrannìjší ne ivot; kadı umírá, ale ne kadı ije.",Â âîéíå íå áûâàåò âòîğîãî ïğèçà äëÿ ïğîèãğàâøèõ.,"Œmieræ jest bardziej uniwersalna ni¿ ¿ycie, bo ka¿dy umiera, choæ nie ka¿dy ¿yje.","La muerte es más universal que la vida, todo el mundo muere pero no todo el mundo vive.",»îº¸´Ù Á×À½ÀÌ ´õ¿í º¸ÆíÀûÀÌ´Ù. ¸ğµçÀÌ´Â Á×Áö¸¸ ¸ğµçÀÌ°¡ »ç´Â °ÍÀº ¾Æ´Ï´Ù.
STR_AUTHOR_31,A. Sachs,A. Sachs,A. Sachs,Îìàğ Áğıäëè,A. Sachs,A. Sachs,A. Àè½º
STR_QUOTE_32,Imagination is the one weapon in the war against reality.,Die Fantasie ist die einzige Waffe im Kampf gegen die Wirklichkeit.,Pøedstavivost je jedinou zbraní ve válce se skuteèností.,"Íàì ãîâîğÿò, ÷òî âîéíà - ıòî óáèéñòâî. Íåò: ıòî ñàìîóáèéñòâî.",WyobraŸnia to jedyna broñ w wojnie z rzeczywistoœci¹.,La imaginación es la única arma en la lucha contra la realidad.,ÀüÀï¿¡ ÀÖ¾î¼­ »ó»óÀº Çö½Ç¿¡ ´ëÇÑ ¹«±âÀÌ´Ù.
STR_AUTHOR_32,Jules de Gaultier,Jules de Gaultier,Jules de Gaultier,Ğàìñåé Ìàêäîíàëä,Jules de Gaultier,Jules de Gaultier,Áì½º µğ °íÆ¼¿¡
STR_QUOTE_33,"You can't say that civilization don't advance, however, for in every war they kill you in a new way.","Man kann nicht sagen, dass die Zivilisation keine Fortschritte macht: Für jeden Krieg wird eine neue Todesart entwickelt.","Nemùeš tvrdit, e civilizace nezaznamenává urèitı pokrok, nebo v kadé další válce tì zabijí novım zpùsobem.","Íè äëÿ êàêîãî äğóãîãî äåëà ìóæ÷èíû íå îáúåäèíÿşòñÿ òàê áûñòğî, êàê äëÿ óáèéñòâà äğóãèõ ìóæ÷èí.","Nie mo¿na powiedzieæ, ¿e cywilizacja siê nie rozwija; przecie¿ na ka¿dej wojnie ludzie zabijaj¹ siê inaczej. ","No se puede decir que la civilización no esté avanzando, ya que en cada guerra se muere de forma diferente.",¹®¸íÀÌ ¹ß´ŞÇÏÁö ¾Ê´Â´Ù°í ¸»ÇÒ ¼ö´Â ¾øÁö¸¸ ¸ğµç ÀüÀï¿¡¼­´Â »ç¶÷À» Á×ÀÌ´Â ¹æ¹ıÀÌ »õ·Ó°Ô ¹ß¸íµÈ´Ù.
